City_ID,City,Country,Max Temp,Lat,Lng,Current Description,Hotel Name
369,Wenling,CN,69.91,28.3669,121.36,overcast clouds,Hanting Express Wenling Wanchang North Road
370,Bowen,AU,62.82,-20.0167,148.2333,broken clouds,Castle Motor Lodge Motel
371,Meulaboh,ID,76.3,4.1363,96.1285,overcast clouds,Kost Pria
373,Paredon,MX,85.46,16.0333,-93.8667,scattered clouds,Hotel Principal Paredon
375,Srandakan,ID,63.73,-7.9386,110.2506,scattered clouds,Puri Brata
376,Kavieng,PG,81.16,-2.5744,150.7967,moderate rain,Nusa Island Retreat
377,Cumana,VE,86.09,10.4635,-64.1775,broken clouds,TIUNA INN HOTEL
378,Sibolga,ID,76.91,1.7427,98.7792,broken clouds,Hotel Syariah CN Darussalam
379,Shaoyang,CN,66.74,27.2315,111.4525,broken clouds,IU Hotel Shaoyang Xihu Road
380,Pak Thong Chai,TH,79.45,14.7226,102.0251,clear sky,Mulberry House Korat
382,Half Moon Bay,US,67.77,37.4636,-122.4286,scattered clouds,"The Ritz-Carlton, Half Moon Bay"
383,Fereydun Kenar,IR,80.91,36.6864,52.5225,clear sky,Khezer Shahr Tourist Hotel
386,Conceicao Do Araguaia,BR,95.13,-8.2578,-49.2647,clear sky,Tarumã Tropical Hotel
387,Innisfail,AU,66.78,-17.5333,146.0333,broken clouds,Moondarra Motel
389,Carutapera,BR,86.95,-1.195,-46.02,few clouds,Lidera
391,Yueyang,CN,71.91,29.3333,113.0919,light rain,Delong Fortune Hotel
392,Pocone,BR,96.22,-16.2567,-56.6228,overcast clouds,Hotel e Churrascaria Pantaneira
394,San Julian,MX,75.0,21.0167,-102.1667,few clouds,La Nueva España
395,Omura,JP,68.85,32.9214,129.9539,clear sky,Nagasaki International Hotel
396,Cabedelo,BR,83.07,-6.9811,-34.8339,broken clouds,Hotel Pigalle
397,Vila Velha,BR,87.75,-20.3297,-40.2925,moderate rain,Quality Suites Vila Velha
399,Bac Lieu,VN,83.98,9.285,105.7244,broken clouds,Khách sạn Sài Gòn Bạc Liêu
401,Gizo,SB,80.89,-8.103,156.8419,light rain,Imagination Island
404,Kuleshovka,RU,70.93,47.078,39.5579,overcast clouds,Otel' Versal'
406,Blackfoot,US,62.11,43.1905,-112.345,clear sky,Super 8 by Wyndham Blackfoot
407,Tiarei,PF,77.02,-17.5333,-149.3333,light rain,Le Rocher de Tahiti
409,Krasnoarmeysk,RU,65.35,51.0239,45.6969,overcast clouds,"Hotel ""Your home-Balzer"""
410,Taungdwingyi,MM,82.8,20.0167,95.55,overcast clouds,NayNaing MobileService
411,Iquique,CL,66.24,-20.2208,-70.1431,overcast clouds,Backpacker`s Hostel Iquique
413,Mombasa,KE,76.78,-4.0547,39.6636,scattered clouds,New Palm Tree Hotel
414,Dambulla,LK,77.81,7.86,80.6517,broken clouds,Tinaya Treats
416,Levelland,US,70.65,33.5873,-102.378,overcast clouds,"Holiday Inn Express & Suites Levelland, an IHG Hotel"
420,Khani,GE,62.17,41.9563,42.9566,broken clouds,კურორტი ზეკარი/Resort Zekari
421,Semnan,IR,90.54,35.5729,53.3971,clear sky,Semnan Tourist Hotel
422,Pandan,PH,80.58,14.0453,124.1694,overcast clouds,Bonifacio Lodge
423,Chilia Veche,RO,68.52,45.4167,29.2833,overcast clouds,Limanul Resort
425,Qeshm,IR,93.07,26.9581,56.2719,clear sky,Qeshm Kavan Hotel
426,Hami,CN,79.09,42.8,93.45,clear sky,Laoyutang Resort
429,Bhadasar,IN,98.73,28.2833,74.3167,overcast clouds,OMPRAKASH JAKHAR
430,San Buenaventura,MX,81.12,27.0833,-101.5333,broken clouds,Hotel Gran Plaza
431,Muli,MV,83.91,2.9167,73.5667,broken clouds,Medhufushi Island Resort
432,Korla,CN,79.92,41.7597,86.1469,scattered clouds,Gulisitan Hotel
433,Port Said,EG,82.38,31.2565,32.2841,clear sky,Aracan Hotel
434,Trincomalee,LK,83.3,8.5711,81.2335,scattered clouds,Welcombe Hotel
436,Erenhot,CN,68.95,43.6475,111.9767,overcast clouds,Erenhot Rurouni Youth Hostel
437,San Francisco De Becerra,HN,94.8,14.6333,-86.1,overcast clouds,Finca ¨La Victoria¨
438,Dongying,CN,64.92,37.4564,118.4856,light rain,Wanda Realm
439,Madang,PG,77.67,-5.2246,145.7966,overcast clouds,Comfort Inn Hotel
440,Tura,IN,74.25,25.5198,90.2201,clear sky,Hotel RIKMAN Continental
441,Lompoc,US,68.09,34.6391,-120.4579,overcast clouds,"Holiday Inn Express Lompoc, an IHG Hotel"
442,Port Keats,AU,71.15,-14.25,129.55,scattered clouds,TDC Village (Hundred Man Camp)
443,Villa Maria,AR,62.82,-32.4075,-63.2402,few clouds,Hotel Milenium
444,Pitsunda,GE,64.58,43.1592,40.3378,broken clouds,Hotel FREEDOM
446,Lorengau,PG,81.34,-2.0226,147.2712,overcast clouds,Lorengau Harbourside Hotel
449,Ahuimanu,US,73.11,21.4447,-157.8378,scattered clouds,Paradise Bay Resort
451,Huarmey,PE,70.32,-10.0681,-78.1522,broken clouds,Hotel Miramar
452,Northam,GB,66.34,51.0333,-4.2167,broken clouds,Durrant House Hotel
457,Fuyang,CN,76.15,32.9,115.8167,light rain,Fuyang Wanda Realm Hotel
458,Felanitx,ES,81.45,39.4696,3.1483,overcast clouds,Petit Hotel Hostatgeria Sant Salvador
460,Golden,US,62.1,39.7555,-105.2211,overcast clouds,"The Golden Hotel, Ascend Hotel Collection"
461,Mabayo,PH,82.45,14.7318,120.2781,broken clouds,Home Away From Home in Anvaya Cove
462,Bereda,ES,74.41,43.2686,-7.5406,broken clouds,Pazo de Verdes
463,Chino Valley,US,79.75,34.7575,-112.4538,clear sky,Primrose Inn & Suites
465,Saint-Pierre,RE,71.29,-21.3393,55.4781,clear sky,Lindsey Hôtel
466,Tabuk,PH,78.3,17.4189,121.4443,broken clouds,Golden Berries Hotel and Convention
467,Seoul,KR,62.17,37.5683,126.9778,light rain,Lotte Hotel Seoul
470,Puerto Del Rosario,ES,74.88,28.5004,-13.8627,few clouds,Hotel JM Puerto del Rosario
472,Port-Gentil,GA,79.2,-0.7193,8.7815,broken clouds,Fengshui Residence
473,Presidencia Roque Saenz Pena,AR,67.91,-26.7852,-60.4388,clear sky,Hotel Gualok
474,Lima,PE,63.14,-12.0432,-77.0282,overcast clouds,Gran Hotel Bolivar Lima
477,Nieuwpoort,BE,73.54,51.1244,2.7735,clear sky,Hotel Gemeente Huis
478,Marsh Harbour,BS,79.63,26.5412,-77.0636,clear sky,Abaco Beach Resort
479,Burdur,TR,68.52,37.7203,30.2908,broken clouds,Alya Hotel
480,Namatanai,PG,79.11,-3.6667,152.4333,light rain,Namatanai Hotel
481,Alta Floresta,BR,86.27,-9.8756,-56.0861,broken clouds,Floresta Amazonica Hotel
485,Grand-Santi,GF,85.91,4.25,-54.3833,broken clouds,Hotel La Villa Couacou
486,Sao Raimundo Nonato,BR,93.18,-9.0153,-42.6994,scattered clouds,Real Hotel
487,Toro,CO,77.68,4.6117,-76.0814,broken clouds,"Finca La María Toro, Valle del Cauca"
488,Urumqi,CN,74.35,43.801,87.6005,clear sky,Hua Ling Grand Hotel Urumqi
489,Ipojuca,BR,78.71,-8.3989,-35.0639,broken clouds,Temporada Condomínio Reserva Ipojuca
490,Kaseda,JP,67.06,31.4167,130.3167,overcast clouds,Sun Stay Kaseda
493,Campo Maior,BR,92.17,-4.8278,-42.1686,clear sky,Elite Hotel
495,Veraval,IN,83.39,20.9,70.3667,overcast clouds,Lords Inn Somnath
496,Kondinskoye,RU,65.61,59.6481,67.41,overcast clouds,Gostinitsa
498,Pahrump,US,88.05,36.2083,-115.9839,clear sky,Best Western Pahrump Oasis
499,Salalah,OM,84.29,17.0151,54.0924,broken clouds,HAMDAN PLAZA HOTEL SALALAH
501,Sassandra,CI,84.27,4.95,-6.0833,light rain,la terrasse
502,Sarangani,PH,80.01,5.4033,125.4636,heavy intensity rain,Ballistic Islet
504,Vila Franca Do Campo,PT,68.41,37.7167,-25.4333,scattered clouds,Pestana Bahia Praia
505,Antalaha,MG,73.58,-14.9003,50.2788,light rain,Hotel Vitasoa
506,Rio Tercero,AR,61.48,-32.173,-64.1141,scattered clouds,"Hotel Vélez Sarsfield ""Low Cost"""
507,Kendal,GB,71.73,54.3268,-2.7476,clear sky,Castle Green Hotel - managed by Legacy Hotels and Resort
512,Boa Vista,BR,78.78,2.8197,-60.6733,broken clouds,Aipana Plaza Hotel
513,Inirida,CO,73.89,3.8653,-67.9239,overcast clouds,Fuente del Guania Hotel de Lujo
514,Mahebourg,MU,75.49,-20.4081,57.7,few clouds,Shandrani Beachcomber Resort & Spa
515,Abu Dhabi,AE,95.02,24.4667,54.3667,clear sky,Ramee Garden Hotel Apartments
517,Senador Jose Porfirio,BR,88.66,-2.5908,-51.9542,scattered clouds,Pousada Novo Horizonte
521,Kananga,CD,80.69,-5.8958,22.4178,broken clouds,Guest House Wood Land
522,Zary,PL,64.96,51.6421,15.1373,scattered clouds,Hotel i Restauracja Janków
523,Shelburne,CA,62.85,44.0787,-80.2041,clear sky,The Retreat at the Farm
524,Diamantino,BR,89.58,-14.4086,-56.4461,broken clouds,Hotel Delta
527,Barreirinhas,BR,88.18,-2.7469,-42.8264,clear sky,Gran Lençóis Flat Residence
528,Chesma,RU,65.41,53.8111,60.6533,overcast clouds,Gostinitsa
529,Kushima,JP,63.91,31.4583,131.2333,overcast clouds,Hanaoka
530,Gazanjyk,TM,99.57,39.2446,55.5154,clear sky,Railway motel
532,Acapulco,MX,87.62,16.8634,-99.8901,scattered clouds,HS Hotsson Smart Acapulco
533,Great Falls,US,61.68,47.5002,-111.3008,clear sky,La Quinta Inn & Suites by Wyndham Great Falls
534,Gualaca,PA,88.72,8.5333,-82.3,broken clouds,Pensión La Florida
538,Miracema Do Tocantins,BR,92.59,-9.5618,-48.3967,clear sky,Miami Apart Hotel
539,Qui Nhon,VN,82.98,13.7667,109.2333,clear sky,Hoang Yen Canary Hotel
540,Islamkot,PK,85.28,24.6997,70.177,overcast clouds,Haji Hotel
541,Calabozo,VE,93.45,8.9242,-67.4293,few clouds,Hotel Giardini
542,Corn Island,NI,81.79,12.1694,-83.0418,scattered clouds,Big Fish Guest House
543,La Tuque,CA,64.65,47.4334,-72.7824,clear sky,Gîte aux Trois Pignons
545,Margate,GB,62.19,51.3813,1.3862,clear sky,Premier Inn Margate hotel
546,Golspie,GB,70.56,57.9727,-3.978,few clouds,Granite Villa Guest House
547,San Patricio,US,85.91,28.017,-97.5169,few clouds,"Motel 6 Sinton, TX"
548,Worksop,GB,68.94,53.3018,-1.124,clear sky,Best Western Lion Hotel
549,Cahuacan,MX,69.85,19.6392,-99.4161,clear sky,Cabañas AVILES
550,La Ferte-Bernard,FR,73.85,48.1863,0.6536,few clouds,Brit Hotel La Ferté-Bernard
551,San Jose,US,69.1,37.3394,-121.895,few clouds,The Westin San Jose
552,Morehead,US,63.3,37.2711,-87.1764,clear sky,CCI Express Inn
555,Kenitra,MA,70.56,34.261,-6.5802,overcast clouds,Bienvenue chez vous
556,Kaohsiung,TW,80.55,22.6163,120.3133,broken clouds,御宿商旅-中山館
558,Koutsouras,GR,72.73,35.0339,25.9469,scattered clouds,The White Houses
559,Bismarck,US,69.64,46.8083,-100.7837,clear sky,Ramkota Hotel & Conference Center
560,Kawalu,ID,73.4,-7.3817,108.2082,broken clouds,KOSAN UNGU UNSIK
561,Itoman,JP,75.97,26.1247,127.6694,light rain,Southern Beach Hotel & Resort Okinawa
562,Havelock,US,66.18,34.8791,-76.9013,overcast clouds,Sherwood Motel
563,Rizhao,CN,63.84,35.4275,119.4553,light rain,Novotel Rizhao Suning
564,Morrope,PE,69.91,-6.5417,-80.0111,overcast clouds,Hipolito santamaria
565,Carlos Chagas,BR,90.75,-17.7031,-40.7664,clear sky,Minas Hotel
566,Tabou,CI,82.27,4.423,-7.3528,light rain,hotêl doufoulougou
567,Aneho,TG,86.2,6.2333,1.6,broken clouds,Hotel La Linette
568,Washington,US,62.56,47.5001,-120.5015,overcast clouds,"Cashmere Cider Mill Guest Suites, Weddings & Tasting Room"
570,Formiga,BR,81.46,-20.4644,-45.4264,overcast clouds,Victor Plaza Hotel
571,Amboasary,MG,75.04,-25.0333,46.3833,scattered clouds,DISCOVERY AMBOASARY
572,Bellevue,US,66.22,47.6104,-122.2007,clear sky,The Westin Bellevue
573,Cherbourg,FR,65.28,49.6386,-1.6147,clear sky,Hôtel Le Louvre Cherbourg
574,Berbera,SO,95.92,10.4396,45.0143,few clouds,IBCO REAL ESTATE PROPERTY
575,Vanimo,PG,78.39,-2.6741,141.3028,light rain,Vahmoneh Lodge Vanimo
576,Matane,CA,60.22,48.8286,-67.522,clear sky,Hotel-Motel Belle Plage
577,Sao Filipe,CV,73.26,14.8961,-24.4956,overcast clouds,Hotel Xaguate
578,Karlskoga,SE,78.73,59.3267,14.5239,clear sky,Hotel Alfred Nobel
579,Manakara,MG,73.99,-22.1333,48.0167,clear sky,La Residence Manakara
580,Katherine,AU,64.72,-14.4667,132.2667,broken clouds,Pine Tree Motel
582,Bridlington,GB,62.01,54.0831,-0.1919,few clouds,Expanse Bridlington Seafront Hotel
584,Toktogul,KG,62.53,41.8708,72.9402,overcast clouds,KAGAN
585,Anito,PH,78.4,12.4497,125.2886,broken clouds,The Yellow House
586,Sola,VU,75.52,-13.8833,167.55,moderate rain,Leumerus Bungalows
589,Lubumbashi,CD,64.24,-11.6609,27.4794,clear sky,Glo Flats
590,Samarai,PG,79.09,-10.6167,150.6667,overcast clouds,Nuli Sapi
591,Zadar,HR,72.64,44.1197,15.2422,few clouds,Hotel Kolovare
594,Jitra,MY,80.49,6.2681,100.4217,few clouds,Hotel Darulaman
595,Irshava,UA,60.66,48.3167,23.0385,overcast clouds,Hotel Illara
598,Inhambane,MZ,71.58,-23.865,35.3833,clear sky,Oceano
600,Kifri,IQ,95.23,34.6959,44.9661,broken clouds,میزان کفری
603,Malanje,AO,74.21,-9.5402,16.341,broken clouds,Malanje Hotel
605,San Juan,AR,68.72,-31.5375,-68.5364,clear sky,Hotel Provincial
608,Nanakuli,US,73.35,21.3906,-158.1547,broken clouds,Camp Pālehua
609,Lincoln,US,62.53,40.8,-96.667,overcast clouds,Courtyard by Marriott Lincoln Downtown/Haymarket
612,Alexandria,EG,91.94,31.2156,29.9553,clear sky,Royal Crown Hotel
613,Shahr-E Kord,IR,71.37,32.3256,50.8644,clear sky,Shahrekord Tourist Hotel
614,Altamira,BR,89.69,-3.2033,-52.2064,scattered clouds,Requinte Hotel
615,Talbahat,IN,94.05,25.05,78.4333,scattered clouds,PWD Guest House
616,Barra Do Garcas,BR,91.31,-15.89,-52.2567,overcast clouds,Hotel Pousada Tropical
617,Arica,CL,71.15,-18.475,-70.3042,broken clouds,Hostal Jardin Del Sol
618,Yate,GB,68.31,51.5407,-2.4184,overcast clouds,The Moda House
620,Aden,YE,89.2,12.7794,45.0367,few clouds,Sama Emirate Hotel
621,Kendari,ID,75.61,-3.945,122.4989,overcast clouds,Hotel Wixel
622,Sao Joao Do Paraiso,BR,87.03,-15.3136,-42.0144,scattered clouds,Avenida Palace Hotel
623,Yacuiba,BO,63.57,-22.038,-63.6797,overcast clouds,Hotel Monumental
624,Rosetown,CA,62.91,51.5501,-108.0014,clear sky,Travelodge by Wyndham Rosetown
625,Penzance,GB,69.01,50.1186,-5.5371,clear sky,Artist Residence Penzance
626,Ambulu,ID,76.08,-8.345,113.6058,overcast clouds,Hotel Ambulu Jember
629,Quang Ngai,VN,80.49,15.1167,108.8,broken clouds,Central Hotel
631,Sapouy,BF,98.51,11.5544,-1.7736,broken clouds,Auberge St Louis
633,Tias,ES,73.08,28.9611,-13.645,few clouds,Hotel Beatriz Playa & SPA
635,Saint-Ambroise,CA,66.74,48.5501,-71.3324,clear sky,Motel Saint-Ambroise
641,Arrecife,ES,75.18,28.963,-13.5477,few clouds,Hotel Lancelot
643,Leczna,PL,61.34,51.3012,22.8814,few clouds,Pokoje gościnne 30stka
644,Taos,US,68.99,36.4072,-105.5731,clear sky,El Monte Sagrado
645,Bairiki,KI,82.4,1.3292,172.9752,broken clouds,Tarawa Boutique Hotel
646,Marawi,PH,67.64,7.9986,124.2928,heavy intensity rain,Derogongan Residence
647,Karangampel,ID,79.75,-6.4622,108.4519,broken clouds,ROOFTOP WAG ALL
648,Gaomi,CN,65.98,36.3833,119.7528,light rain,Hanting Express Gaomi Fenghuang Street
649,Fraserburgh,GB,67.42,57.6874,-2.0184,clear sky,Fraserburgh Caravan Park Ltd
650,Primorsk,UA,71.83,46.7348,36.3443,scattered clouds,Relax
651,Taunggyi,MM,67.44,20.7833,97.0333,overcast clouds,True Treasure Hotel
653,Shache,CN,79.93,38.4167,77.2406,overcast clouds,Delong Hotel
655,Savalou,BJ,95.95,7.9281,1.9756,broken clouds,Hotel F&F
656,Alofi,NU,75.09,-19.0595,-169.9187,moderate rain,Taloa Heights
659,Manta,EC,78.58,-0.95,-80.7333,broken clouds,Balandra Hotel
663,Karimpur,IN,85.75,23.9667,88.6167,moderate rain,gabrudanga jumma masjid
665,Rapid Valley,US,67.77,44.0625,-103.1463,clear sky,Fairfield by Marriott Rapid City
666,Paita,PE,73.96,-5.0892,-81.1144,broken clouds,Hotel Náutico de Paita
667,Luwuk,ID,77.07,-0.9516,122.7875,broken clouds,Hotel Santika Luwuk
670,Fengzhen,CN,64.72,40.4394,113.1536,broken clouds,Feng Zhen Hotel
671,Morgan City,US,77.0,29.6994,-91.2068,clear sky,Hampton Inn & Suites Morgan City
672,Dingzhou,CN,68.11,38.5131,114.9956,light rain,宜家时尚宾馆
673,Rudnyy,KZ,68.81,52.9594,63.1206,light rain,Gostinitsa Troya
674,Monte Azul,BR,91.02,-15.155,-42.8747,scattered clouds,Hotel Delfino
676,Houston,US,81.32,29.7633,-95.3633,overcast clouds,"Hotel ICON, Autograph Collection"
677,Panama City,PA,89.17,8.9936,-79.5197,few clouds,Hotel Riande Granada Urban
678,Cururupu,BR,88.18,-1.8283,-44.8683,few clouds,POUSADA TRAVÉS'CIA
679,Astoria,US,62.71,46.1879,-123.8313,broken clouds,Best Western Astoria Bayfront Hotel
681,Manggar,ID,81.01,-2.8833,108.2667,few clouds,Guest Hotel
683,Ixtapa,MX,81.63,20.7,-105.2,clear sky,Hotel Plaza Providencia
684,Mae Sot,TH,75.52,16.7167,98.5667,scattered clouds,Suan Darb Porn Resort (บ้านสวนดาบพรรีสอร์ท)
688,Altay,CN,62.67,47.8667,88.1167,clear sky,Jinqiao Hotel
689,Pacific Grove,US,61.57,36.6177,-121.9166,overcast clouds,Lovers Point Inn
690,Gat,IL,85.41,31.61,34.7642,scattered clouds,OlusHome
691,Maibong,IN,74.75,25.3,93.1667,scattered clouds,Juhi Cottage Maibang
692,Kibaya,TZ,64.63,-5.3,36.5667,overcast clouds,Lusaka Hotel
693,Pankrushikha,RU,62.11,53.8319,80.3406,few clouds,"Гостиница ""Уют"""
696,Bulawayo,ZW,65.16,-20.15,28.5833,clear sky,4 On Housman Backpackers
697,Surt,LY,74.5,31.2089,16.5887,clear sky,الهادي ابوشعاله سرت
698,Lively,CA,66.02,46.4334,-81.1498,clear sky,Lively Inn and Suites - Sudbury
703,Yarada,IN,88.12,17.65,83.2667,scattered clouds,Jeevan
708,Santos Dumont,BR,85.6,-21.4567,-43.5525,broken clouds,Hotel - Leiteria São Luiz
711,Gushikawa,JP,75.2,26.3544,127.8686,light rain,Kirari Guest House
714,Kloulklubed,PW,81.1,7.0419,134.2556,overcast clouds,Storyboard Beach Resort
