City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
474,Lima,PE,-12.0432,-77.0282,63.14,82,90,4.61,overcast clouds
475,Tessalit,ML,20.1986,1.0114,108.72,5,91,19.01,overcast clouds
476,Ayagoz,KZ,47.9714,80.4392,59.63,36,1,10.71,clear sky
477,Nieuwpoort,BE,51.1244,2.7735,73.54,77,0,13.8,clear sky
478,Marsh Harbour,BS,26.5412,-77.0636,79.63,73,3,13.56,clear sky
479,Burdur,TR,37.7203,30.2908,68.52,55,75,2.57,broken clouds
480,Namatanai,PG,-3.6667,152.4333,79.11,82,92,6.24,light rain
481,Alta Floresta,BR,-9.8756,-56.0861,86.27,46,54,5.26,broken clouds
482,Ous,RU,60.9058,61.5186,41.43,85,100,7.29,overcast clouds
483,Slobozia,MD,46.7281,29.7078,65.28,59,92,6.78,overcast clouds
484,Maridi,SS,4.9158,29.4742,70.79,92,33,10.36,moderate rain
485,Grand-Santi,GF,4.25,-54.3833,85.91,69,79,2.89,broken clouds
486,Sao Raimundo Nonato,BR,-9.0153,-42.6994,93.18,25,37,9.19,scattered clouds
487,Toro,CO,4.6117,-76.0814,77.68,68,68,0.92,broken clouds
488,Urumqi,CN,43.801,87.6005,74.35,23,0,2.82,clear sky
489,Ipojuca,BR,-8.3989,-35.0639,78.71,74,83,10.45,broken clouds
490,Kaseda,JP,31.4167,130.3167,67.06,73,99,4.88,overcast clouds
491,Baykit,RU,61.67,96.37,39.97,84,100,1.36,overcast clouds
492,Ati,TD,13.2154,18.3353,107.4,6,15,8.12,few clouds
493,Campo Maior,BR,-4.8278,-42.1686,92.17,38,1,4.09,clear sky
494,Bogorodskoye,RU,56.55,37.8833,51.58,56,97,8.93,overcast clouds
495,Veraval,IN,20.9,70.3667,83.39,80,99,14.25,overcast clouds
496,Kondinskoye,RU,59.6481,67.41,65.61,68,88,9.69,overcast clouds
497,Mukhen,RU,48.1,136.1,48.76,69,100,4.61,overcast clouds
498,Pahrump,US,36.2083,-115.9839,88.05,15,0,1.01,clear sky
499,Salalah,OM,17.0151,54.0924,84.29,84,75,9.22,broken clouds
500,Vrangel,RU,42.7297,133.0839,47.7,95,100,13.94,overcast clouds
501,Sassandra,CI,4.95,-6.0833,84.27,69,26,8.46,light rain
502,Sarangani,PH,5.4033,125.4636,80.01,80,100,10.85,heavy intensity rain
503,Marystown,CA,47.1666,-55.1483,47.37,71,61,3.89,broken clouds
504,Vila Franca Do Campo,PT,37.7167,-25.4333,68.41,65,42,8.16,scattered clouds
505,Antalaha,MG,-14.9003,50.2788,73.58,90,7,8.08,light rain
506,Rio Tercero,AR,-32.173,-64.1141,61.48,28,28,11.34,scattered clouds
507,Kendal,GB,54.3268,-2.7476,71.73,63,4,7.14,clear sky
508,College,US,64.8569,-147.8028,53.55,62,75,4.61,broken clouds
509,Podosinovets,RU,60.2776,47.0659,46.2,46,71,9.53,broken clouds
510,Lesozavodsk,RU,45.4794,133.4244,54.36,86,99,5.84,overcast clouds
511,Kholodnyy,RU,62.7167,147.95,41.7,77,100,4.97,overcast clouds
512,Boa Vista,BR,2.8197,-60.6733,78.78,89,75,3.44,broken clouds
513,Inirida,CO,3.8653,-67.9239,73.89,95,100,2.57,overcast clouds
514,Mahebourg,MU,-20.4081,57.7,75.49,83,20,6.91,few clouds
515,Abu Dhabi,AE,24.4667,54.3667,95.02,52,0,9.24,clear sky
516,Kjollefjord,NO,70.9457,27.3465,42.85,81,75,23.96,broken clouds
517,Senador Jose Porfirio,BR,-2.5908,-51.9542,88.66,53,37,2.57,scattered clouds
518,Gravdal,NO,68.1214,13.5031,46.29,87,75,5.75,broken clouds
519,Aksarka,RU,66.5606,67.7975,41.94,54,76,17.07,broken clouds
520,Roblin,CA,51.23,-101.3565,47.91,68,63,13.06,broken clouds
521,Kananga,CD,-5.8958,22.4178,80.69,40,61,3.09,broken clouds
522,Zary,PL,51.6421,15.1373,64.96,57,49,1.99,scattered clouds
523,Shelburne,CA,44.0787,-80.2041,62.85,46,0,8.16,clear sky
524,Diamantino,BR,-14.4086,-56.4461,89.58,33,81,3.11,broken clouds
525,Kyabe,TD,9.4515,18.9449,102.31,21,55,1.79,broken clouds
526,Nome,US,64.5011,-165.4064,46.47,36,1,23.02,clear sky
527,Barreirinhas,BR,-2.7469,-42.8264,88.18,58,7,7.61,clear sky
528,Chesma,RU,53.8111,60.6533,65.41,77,97,3.31,overcast clouds
529,Kushima,JP,31.4583,131.2333,63.91,75,100,4.32,overcast clouds
530,Gazanjyk,TM,39.2446,55.5154,99.57,13,0,10.18,clear sky
531,Itaqui,BR,-29.1253,-56.5531,58.62,45,38,8.7,scattered clouds
532,Acapulco,MX,16.8634,-99.8901,87.62,58,40,5.48,scattered clouds
533,Great Falls,US,47.5002,-111.3008,61.68,42,1,3.0,clear sky
534,Gualaca,PA,8.5333,-82.3,88.72,62,52,3.71,broken clouds
535,Les Escoumins,CA,48.1111,-69.0236,52.36,47,2,3.53,clear sky
536,Yumen,CN,40.2833,97.2,69.8,19,100,10.18,overcast clouds
537,Southbridge,US,42.0751,-72.0334,49.35,98,100,13.24,moderate rain
538,Miracema Do Tocantins,BR,-9.5618,-48.3967,92.59,28,8,5.82,clear sky
539,Qui Nhon,VN,13.7667,109.2333,82.98,82,9,4.21,clear sky
540,Islamkot,PK,24.6997,70.177,85.28,72,99,20.62,overcast clouds
541,Calabozo,VE,8.9242,-67.4293,93.45,38,24,9.15,few clouds
542,Corn Island,NI,12.1694,-83.0418,81.79,74,39,14.79,scattered clouds
543,La Tuque,CA,47.4334,-72.7824,64.65,24,0,5.75,clear sky
544,Ostrovnoy,RU,68.0531,39.5131,42.48,84,100,13.91,overcast clouds
545,Margate,GB,51.3813,1.3862,62.19,62,5,4.0,clear sky
546,Golspie,GB,57.9727,-3.978,70.56,74,13,3.58,few clouds
547,San Patricio,US,28.017,-97.5169,85.91,59,12,13.42,few clouds
548,Worksop,GB,53.3018,-1.124,68.94,60,3,9.51,clear sky
549,Cahuacan,MX,19.6392,-99.4161,69.85,40,1,4.41,clear sky
550,La Ferte-Bernard,FR,48.1863,0.6536,73.85,58,20,10.89,few clouds
551,San Jose,US,37.3394,-121.895,69.1,66,20,3.44,few clouds
552,Morehead,US,37.2711,-87.1764,63.3,45,1,8.05,clear sky
553,Waipawa,NZ,-41.4122,175.5153,50.04,93,100,3.53,overcast clouds
554,Bouza,NE,14.4229,6.0428,106.74,10,6,9.13,clear sky
555,Kenitra,MA,34.261,-6.5802,70.56,57,100,5.06,overcast clouds
556,Kaohsiung,TW,22.6163,120.3133,80.55,94,75,1.99,broken clouds
557,Mishan,CN,45.55,131.8833,54.91,85,100,2.89,overcast clouds
558,Koutsouras,GR,35.0339,25.9469,72.73,64,37,4.94,scattered clouds
559,Bismarck,US,46.8083,-100.7837,69.64,42,1,10.36,clear sky
560,Kawalu,ID,-7.3817,108.2082,73.4,98,82,1.23,broken clouds
561,Itoman,JP,26.1247,127.6694,75.97,94,75,10.36,light rain
562,Havelock,US,34.8791,-76.9013,66.18,93,100,1.99,overcast clouds
563,Rizhao,CN,35.4275,119.4553,63.84,95,21,7.47,light rain
564,Morrope,PE,-6.5417,-80.0111,69.91,65,97,11.77,overcast clouds
565,Carlos Chagas,BR,-17.7031,-40.7664,90.75,33,7,6.46,clear sky
566,Tabou,CI,4.423,-7.3528,82.27,79,84,8.01,light rain
567,Aneho,TG,6.2333,1.6,86.2,70,77,13.73,broken clouds
568,Washington,US,47.5001,-120.5015,62.56,44,100,2.35,overcast clouds
569,Virginia Beach,US,36.8529,-75.978,59.05,92,90,10.36,overcast clouds
570,Formiga,BR,-20.4644,-45.4264,81.46,43,100,5.44,overcast clouds
571,Amboasary,MG,-25.0333,46.3833,75.04,80,30,5.5,scattered clouds
572,Bellevue,US,47.6104,-122.2007,66.22,67,1,1.99,clear sky
573,Cherbourg,FR,49.6386,-1.6147,65.28,56,0,13.31,clear sky
574,Berbera,SO,10.4396,45.0143,95.92,38,11,4.68,few clouds
575,Vanimo,PG,-2.6741,141.3028,78.39,89,100,6.08,light rain
576,Matane,CA,48.8286,-67.522,60.22,54,0,6.96,clear sky
577,Sao Filipe,CV,14.8961,-24.4956,73.26,79,94,9.8,overcast clouds
578,Karlskoga,SE,59.3267,14.5239,78.73,37,7,5.03,clear sky
579,Manakara,MG,-22.1333,48.0167,73.99,84,4,9.15,clear sky
580,Katherine,AU,-14.4667,132.2667,64.72,68,65,7.27,broken clouds
581,Arman,RU,59.7,150.1667,37.0,97,100,3.62,light rain
582,Bridlington,GB,54.0831,-0.1919,62.01,80,12,7.92,few clouds
583,Gazli,UZ,40.1333,63.45,97.81,9,0,9.37,clear sky
584,Toktogul,KG,41.8708,72.9402,62.53,82,99,5.46,overcast clouds
585,Anito,PH,12.4497,125.2886,78.4,91,77,2.68,broken clouds
586,Sola,VU,-13.8833,167.55,75.52,89,100,11.92,moderate rain
587,Nioro,GM,13.35,-15.75,97.79,25,72,10.49,broken clouds
588,Kochevo,RU,59.5994,54.3125,45.07,76,55,3.27,broken clouds
589,Lubumbashi,CD,-11.6609,27.4794,64.24,45,3,3.38,clear sky
590,Samarai,PG,-10.6167,150.6667,79.09,77,100,16.08,overcast clouds
591,Zadar,HR,44.1197,15.2422,72.64,30,20,10.36,few clouds
592,Tiznit,MA,29.5833,-9.5,86.7,25,100,16.62,overcast clouds
593,Leningradskiy,RU,69.3833,178.4167,31.37,81,54,3.98,broken clouds
594,Jitra,MY,6.2681,100.4217,80.49,94,20,2.3,few clouds
595,Irshava,UA,48.3167,23.0385,60.66,77,97,5.86,overcast clouds
596,Fairbanks,US,64.8378,-147.7164,53.56,63,75,4.61,broken clouds
597,Adrar,MR,20.5022,-10.0711,107.46,11,67,8.68,broken clouds
598,Inhambane,MZ,-23.865,35.3833,71.58,83,0,4.61,clear sky
599,Sinyavskoye,RU,47.277,39.2789,70.75,82,79,10.18,broken clouds
600,Kifri,IQ,34.6959,44.9661,95.23,12,51,11.43,broken clouds
601,Rockhampton,AU,-23.3833,150.5,58.89,77,0,8.05,clear sky
602,Pevek,RU,69.7008,170.3133,37.2,70,0,6.44,clear sky
603,Malanje,AO,-9.5402,16.341,74.21,43,63,3.15,broken clouds
604,Nantucket,US,41.2835,-70.0995,51.08,94,90,18.41,moderate rain
605,San Juan,AR,-31.5375,-68.5364,68.72,35,0,6.8,clear sky
606,Anadyr,RU,64.75,177.4833,36.1,80,0,4.0,clear sky
607,Chagoda,RU,59.164,35.3285,52.43,37,85,7.83,overcast clouds
608,Nanakuli,US,21.3906,-158.1547,73.35,83,75,3.18,broken clouds
609,Lincoln,US,40.8,-96.667,62.53,76,90,1.01,overcast clouds
610,Saint Anthony,US,45.0205,-93.218,57.11,77,90,1.01,overcast clouds
611,Christchurch,NZ,-43.5333,172.6333,53.01,97,75,3.0,broken clouds
612,Alexandria,EG,31.2156,29.9553,91.94,100,0,9.22,clear sky
613,Shahr-E Kord,IR,32.3256,50.8644,71.37,14,0,11.5,clear sky
614,Altamira,BR,-3.2033,-52.2064,89.69,62,40,6.91,scattered clouds
615,Talbahat,IN,25.05,78.4333,94.05,30,50,6.26,scattered clouds
616,Barra Do Garcas,BR,-15.89,-52.2567,91.31,33,98,2.53,overcast clouds
617,Arica,CL,-18.475,-70.3042,71.15,64,75,5.53,broken clouds
618,Yate,GB,51.5407,-2.4184,68.31,49,98,1.99,overcast clouds
619,Wawa,NG,9.9022,4.4192,98.11,33,76,6.06,broken clouds
620,Aden,YE,12.7794,45.0367,89.2,60,13,4.23,few clouds
621,Kendari,ID,-3.945,122.4989,75.61,92,99,1.92,overcast clouds
622,Sao Joao Do Paraiso,BR,-15.3136,-42.0144,87.03,26,42,9.48,scattered clouds
623,Yacuiba,BO,-22.038,-63.6797,63.57,42,98,4.63,overcast clouds
624,Rosetown,CA,51.5501,-108.0014,62.91,38,0,3.44,clear sky
625,Penzance,GB,50.1186,-5.5371,69.01,77,8,15.9,clear sky
626,Ambulu,ID,-8.345,113.6058,76.08,89,91,0.94,overcast clouds
627,Igrim,RU,63.1906,64.4162,44.15,67,93,1.63,overcast clouds
628,Nalut,LY,30.3333,10.85,100.36,9,25,14.0,scattered clouds
629,Quang Ngai,VN,15.1167,108.8,80.49,83,69,3.44,broken clouds
630,Rengo,CL,-34.4167,-70.8667,50.32,44,19,4.14,few clouds
631,Sapouy,BF,11.5544,-1.7736,98.51,26,60,3.09,broken clouds
632,Mount Gambier,AU,-37.8333,140.7667,40.91,87,19,6.91,few clouds
633,Tias,ES,28.9611,-13.645,73.08,60,20,19.57,few clouds
634,Ancud,CL,-41.8697,-73.8203,55.42,93,100,15.03,light rain
635,Saint-Ambroise,CA,48.5501,-71.3324,66.74,32,0,6.26,clear sky
636,Beipiao,CN,41.7919,120.7792,57.69,50,4,5.93,clear sky
637,Saint-Augustin,CA,51.226,-58.6502,60.51,31,0,7.9,clear sky
638,Bukama,CD,-9.2,25.85,74.61,32,71,1.43,broken clouds
639,Kenora,CA,49.8167,-94.4337,58.17,77,75,13.8,broken clouds
640,Neya,RU,58.2972,43.8681,52.02,42,36,10.02,scattered clouds
641,Arrecife,ES,28.963,-13.5477,75.18,60,20,19.57,few clouds
642,Hofn,IS,64.2539,-15.2082,48.22,100,90,14.97,moderate rain
643,Leczna,PL,51.3012,22.8814,61.34,94,20,11.63,few clouds
644,Taos,US,36.4072,-105.5731,68.99,41,1,3.0,clear sky
645,Bairiki,KI,1.3292,172.9752,82.4,83,75,14.2,broken clouds
646,Marawi,PH,7.9986,124.2928,67.64,93,100,1.77,heavy intensity rain
647,Karangampel,ID,-6.4622,108.4519,79.75,83,80,5.68,broken clouds
648,Gaomi,CN,36.3833,119.7528,65.98,83,2,5.35,light rain
649,Fraserburgh,GB,57.6874,-2.0184,67.42,68,5,18.99,clear sky
650,Primorsk,UA,46.7348,36.3443,71.83,57,48,9.55,scattered clouds
651,Taunggyi,MM,20.7833,97.0333,67.44,87,96,3.18,overcast clouds
652,Taguatinga,BR,-12.3857,-46.5711,93.4,25,26,8.86,scattered clouds
653,Shache,CN,38.4167,77.2406,79.93,26,100,19.62,overcast clouds
654,Kachug,RU,53.9606,105.8817,34.32,69,80,4.99,broken clouds
655,Savalou,BJ,7.9281,1.9756,95.95,38,66,7.67,broken clouds
656,Alofi,NU,-19.0595,-169.9187,75.09,94,39,3.44,moderate rain
657,Uvalde,US,29.3669,-99.767,80.4,59,75,16.04,broken clouds
658,Ouadda,CF,8.0777,22.4007,86.49,41,59,3.8,broken clouds
659,Manta,EC,-0.95,-80.7333,78.58,78,75,6.91,broken clouds
660,Riyadh,SA,24.6877,46.7219,104.14,9,0,6.91,clear sky
661,Doha,QA,25.2867,51.5333,100.71,60,0,12.66,clear sky
662,Ulaangom,MN,49.9811,92.0667,53.15,32,57,4.43,broken clouds
663,Karimpur,IN,23.9667,88.6167,85.75,72,67,6.26,moderate rain
664,Venezuela,VE,8.0,-66.0,89.15,50,96,16.64,overcast clouds
665,Rapid Valley,US,44.0625,-103.1463,67.77,39,1,3.44,clear sky
666,Paita,PE,-5.0892,-81.1144,73.96,73,63,9.53,broken clouds
667,Luwuk,ID,-0.9516,122.7875,77.07,89,54,3.29,broken clouds
668,Ayan,RU,56.45,138.1667,36.63,97,100,5.82,overcast clouds
669,Churapcha,RU,62.0025,132.4325,50.11,93,100,5.99,overcast clouds
670,Fengzhen,CN,40.4394,113.1536,64.72,40,53,11.23,broken clouds
671,Morgan City,US,29.6994,-91.2068,77.0,68,1,7.45,clear sky
672,Dingzhou,CN,38.5131,114.9956,68.11,45,0,5.26,light rain
673,Rudnyy,KZ,52.9594,63.1206,68.81,63,76,3.33,light rain
674,Monte Azul,BR,-15.155,-42.8747,91.02,20,25,7.83,scattered clouds
675,Nueve De Julio,AR,-35.4444,-60.8831,57.7,43,5,10.27,clear sky
676,Houston,US,29.7633,-95.3633,81.32,74,90,5.01,overcast clouds
677,Panama City,PA,8.9936,-79.5197,89.17,71,20,5.75,few clouds
678,Cururupu,BR,-1.8283,-44.8683,88.18,56,21,8.34,few clouds
679,Astoria,US,46.1879,-123.8313,62.71,91,75,0.0,broken clouds
680,Whitehorse,CA,60.7161,-135.0538,49.1,73,95,13.0,overcast clouds
681,Manggar,ID,-2.8833,108.2667,81.01,81,12,4.63,few clouds
682,Douentza,ML,14.9951,-2.9517,108.84,8,2,15.66,clear sky
683,Ixtapa,MX,20.7,-105.2,81.63,65,1,0.0,clear sky
684,Mae Sot,TH,16.7167,98.5667,75.52,97,26,1.28,scattered clouds
685,Bandar,ID,2.05,99.75,73.9,97,97,3.13,overcast clouds
686,Burns Lake,CA,54.2331,-125.7533,44.02,77,100,2.35,light rain
687,Wanaka,NZ,-44.7,169.15,46.42,96,100,5.84,light rain
688,Altay,CN,47.8667,88.1167,62.67,20,5,8.55,clear sky
689,Pacific Grove,US,36.6177,-121.9166,61.57,86,90,1.01,overcast clouds
690,Gat,IL,31.61,34.7642,85.41,40,40,9.33,scattered clouds
691,Maibong,IN,25.3,93.1667,74.75,87,46,2.13,scattered clouds
692,Kibaya,TZ,-5.3,36.5667,64.63,60,89,9.04,overcast clouds
693,Pankrushikha,RU,53.8319,80.3406,62.11,58,16,6.15,few clouds
694,Henties Bay,NA,-22.116,14.2845,56.86,82,72,10.67,broken clouds
695,Ust-Kuyga,RU,70.0167,135.6,50.14,72,86,12.66,overcast clouds
696,Bulawayo,ZW,-20.15,28.5833,65.16,24,1,6.42,clear sky
697,Surt,LY,31.2089,16.5887,74.5,60,6,12.01,clear sky
698,Lively,CA,46.4334,-81.1498,66.02,23,0,3.87,clear sky
699,Deputatskiy,RU,69.3,139.9,45.81,63,99,4.79,overcast clouds
700,Mlyniv,UA,50.509,25.6168,52.93,95,100,11.61,overcast clouds
701,Sajokaza,HU,48.2833,20.5833,58.21,90,93,1.32,overcast clouds
702,Karakol,KG,42.4907,78.3936,59.23,53,91,1.74,overcast clouds
703,Yarada,IN,17.65,83.2667,88.12,84,40,3.15,scattered clouds
704,Eshowe,ZA,-28.8865,31.4699,54.77,79,17,6.17,few clouds
705,Ketchikan,US,55.3422,-131.6461,49.98,93,90,5.75,light rain
706,Murray Bridge,AU,-35.1167,139.2667,53.56,46,82,7.87,broken clouds
707,Broken Hill,AU,-31.95,141.4333,46.11,36,1,8.55,clear sky
708,Santos Dumont,BR,-21.4567,-43.5525,85.6,43,79,1.63,broken clouds
709,Pinheiro Machado,BR,-31.5783,-53.3811,52.77,64,13,7.63,few clouds
710,Yerbogachen,RU,61.2767,108.0108,46.83,60,94,12.59,overcast clouds
711,Gushikawa,JP,26.3544,127.8686,75.2,92,90,19.06,light rain
712,Emerald,AU,-23.5333,148.1667,53.74,54,0,6.91,clear sky
713,Sosnovo-Ozerskoye,RU,52.5249,111.5418,32.5,58,68,5.66,broken clouds
714,Kloulklubed,PW,7.0419,134.2556,81.1,76,100,26.08,overcast clouds
715,Terrace,CA,54.5163,-128.6035,51.42,93,90,0.0,light rain
